ID,DATE_DIFF,GENDER,AGE,COUNTRY
i4a2hqeu3o,109,FEMALE,38.0,US
cnwfiliz9o,79,MALE,31.0,US
vj36cqx4ty,1,FEMALE,32.0,FR
p386sipz86,1,MALE,40.0,US
1wo8czg877,105,FEMALE,39.0,US
ah5c0d8dnz,1,FEMALE,44.0,FR
mswxsms7at,56,FEMALE,30.0,US
x68crdslcb,19,FEMALE,35.0,US
gaqmc2koov,69,MALE,29.0,GB
7ao63368ta,3,FEMALE,33.0,US
2pnnmc3v8a,7,FEMALE,48.0,US
vkqbwye66d,83,FEMALE,40.0,US
h5k8xh7098,1,MALE,44.0,US
vry9elizij,5,FEMALE,36.0,US
gy3s3a9hjg,3,MALE,25.0,US
f3vpdtdo7p,11,MALE,30.0,US
mqmixwq2l3,315,FEMALE,105.0,US
ctr425eh4p,0,MALE,40.0,ES
p9hqh5ilj6,1,FEMALE,42.0,US
o9r1x3hyvd,5,FEMALE,35.0,FR
s8vtzk6e8r,9,MALE,65.0,US
fatnzj2ict,1,FEMALE,32.0,AU
nn8qubhztr,329,MALE,30.0,US
ltfxk786rs,10,MALE,32.0,US
274qidfg6t,1,FEMALE,38.0,US
carlizdfi3,0,FEMALE,49.0,US
oyumjcr2pf,47,MALE,33.0,US
pknc0qswk5,33,MALE,48.0,CA
co9bw57nhl,5,MALE,29.0,FR
xg6ju6yg48,5,FEMALE,42.0,FR
ya91psirp8,10,MALE,47.0,US
228bhyepk8,0,MALE,105.0,US
qsr8b96ot6,4,FEMALE,24.0,US
yasww8rnfd,228,FEMALE,31.0,US
vz4pvcrh2q,0,FEMALE,27.0,US
fke6gvpeq4,1,FEMALE,22.0,US
tmzj4imamr,3,FEMALE,34.0,US
3jim5aygpn,0,FEMALE,35.0,US
7vh6lo3mdz,7,FEMALE,33.0,US
x53thx8zem,2,FEMALE,2014.0,US
07xdr40tk8,0,MALE,27.0,CA
g6tiykwplm,4,MALE,40.0,US
jvoeoznqk5,73,FEMALE,32.0,US
ocrqjlrcys,4,FEMALE,69.0,GB
8jl29m3i96,1,MALE,32.0,DE
xxikt7jh0m,8,FEMALE,29.0,US
qieix9ijqt,0,FEMALE,40.0,IT
vovxk2d3eq,9,MALE,28.0,US
hlpbsx4bww,123,MALE,37.0,US
kx2mlk09te,11,MALE,31.0,US
qdkgajrmsi,10,MALE,53.0,US
544wtkshvs,7,MALE,37.0,US
qxpu3xvgko,24,FEMALE,40.0,GB
f6dxvs5gu3,0,MALE,30.0,US
117q6nfqko,17,FEMALE,30.0,US
4tkdm56cjp,90,FEMALE,27.0,US
nths7orgqe,1,MALE,35.0,US
hqmokkvusj,6,FEMALE,24.0,US
8ooo8mb57b,1,FEMALE,31.0,US
vwsn5qqu34,1,FEMALE,42.0,US
9wpyse0hqd,1,FEMALE,28.0,US
wf7zkk6tja,110,FEMALE,59.0,US
gf7psdl49w,2,FEMALE,57.0,US
g36cn3htee,71,MALE,28.0,US
5uhzlgq0wv,3,MALE,37.0,US
al8kfjpvc1,1,FEMALE,34.0,FR
omlv1hor9t,0,MALE,30.0,US
jqlcphfu9h,7,FEMALE,32.0,ES
0r0wsmm8pd,343,FEMALE,39.0,US
jd229gxd1q,0,MALE,36.0,ES
q5bz1e1dws,2,FEMALE,61.0,US
unr4wkgxeh,23,MALE,105.0,US
1bs8vs10sw,9,FEMALE,67.0,US
upnp5bok5a,10,FEMALE,35.0,US
z7bpav3qte,55,FEMALE,34.0,FR
pyb1befrc0,2,FEMALE,30.0,US
guiov0csl6,269,FEMALE,28.0,US
tiyt1n8954,0,MALE,61.0,FR
ys99zgon30,1,MALE,41.0,US
yjnse3q3mk,40,MALE,24.0,IT
8eda48yj1j,4,MALE,24.0,US
sct4c09oh1,2,FEMALE,39.0,IT
bp4fht4m7k,198,FEMALE,40.0,US
dyeo4mcdja,10,FEMALE,33.0,US
vbu9wrmapz,41,MALE,35.0,US
jr4f3t3wgz,0,MALE,38.0,US
4zxeyg5k17,5,FEMALE,37.0,US
q24t2kfi7k,19,MALE,36.0,FR
iy1t8kzy9m,317,MALE,71.0,FR
85z42jdm3o,1,FEMALE,30.0,IT
598vek042u,275,MALE,28.0,US
8anidr66dl,6,MALE,26.0,GB
5p5ibkiigy,3,FEMALE,25.0,US
plq61j0q69,23,FEMALE,51.0,IT
qcjtvri9tk,3,FEMALE,28.0,US
96ded3xafb,1,MALE,26.0,GB
24hihlbkux,3,MALE,48.0,US
hh73lkz3dj,1,MALE,63.0,US
gi60s9nv4w,86,FEMALE,37.0,US
tuoxn1j820,3,MALE,22.0,US
k36rz3zja2,12,MALE,32.0,US
0h4xdlo5sv,1,FEMALE,35.0,US
1hw09o7zpf,1,FEMALE,25.0,US
umjhcc89aj,109,MALE,28.0,US
759u44n7w7,5,FEMALE,36.0,US
cunwswgisk,10,FEMALE,28.0,US
raypk1lm09,338,FEMALE,32.0,US
snmoufjtxn,3,FEMALE,30.0,US
591tr94kew,1,MALE,48.0,ES
g11r2d8thm,0,MALE,42.0,US
cyxy5451az,71,MALE,45.0,US
tfbna445xq,10,FEMALE,38.0,FR
c8ztjdfguk,160,FEMALE,26.0,US
gluzlsn98o,50,FEMALE,46.0,DE
iytzpu6qtx,138,FEMALE,29.0,US
1ddwvbcek2,318,FEMALE,27.0,US
95copnkoy7,47,MALE,42.0,US
jugq3gw2by,0,MALE,36.0,US
gxbsv53hpn,0,MALE,59.0,US
vl36idqffz,0,MALE,57.0,IT
msmlgzk0q3,304,FEMALE,36.0,US
micoqyvtng,0,FEMALE,27.0,ES
n18z6bwu58,15,FEMALE,35.0,US
tt5xr3ysal,1,FEMALE,29.0,US
iy4pfuvome,3,FEMALE,29.0,US
cx08f41vom,0,FEMALE,45.0,GB
sjvjq5dlxi,8,MALE,30.0,US
ic3ueyey2k,128,MALE,26.0,FR
165rgdhnhg,0,FEMALE,29.0,US
7sxvm8nstt,16,FEMALE,32.0,US
60ftqwsctq,118,FEMALE,46.0,FR
3z94z5t2rc,0,MALE,25.0,US
rv2flqqmaq,0,FEMALE,51.0,IT
9ybcujcdto,1,MALE,24.0,US
q5orzcgutd,14,MALE,23.0,US
55uhhlf4cx,0,FEMALE,28.0,FR
s3gotyvags,133,FEMALE,29.0,FR
xcrx65snkx,116,FEMALE,23.0,FR
r0goewp36s,188,FEMALE,26.0,US
miq7ryazot,41,FEMALE,36.0,US
g506nriouj,15,MALE,46.0,DE
haips3dsj7,271,MALE,24.0,US
gbqd7m1hjt,0,FEMALE,34.0,ES
3adiabygmq,265,FEMALE,30.0,US
xps7cik08h,23,FEMALE,32.0,FR
awjc0bt5gy,1,FEMALE,46.0,US
w1ew2ywud5,1,MALE,32.0,US
sng4icf500,1,MALE,38.0,DE
hjoqf5di8p,6,FEMALE,30.0,US
x67hrq73sv,59,MALE,110.0,US
15vaje5ajd,15,MALE,30.0,US
54w7e97hbt,9,MALE,28.0,DE
tf5kk7bltq,2,FEMALE,32.0,DE
ts47b2bq5g,9,MALE,29.0,IT
0c4y4k8idi,16,FEMALE,28.0,US
biwzzinwdt,0,MALE,70.0,US
4evlittfvu,5,FEMALE,36.0,US
xi99css7cg,0,FEMALE,64.0,GB
r5h4hzzv2y,8,MALE,32.0,US
npy5g0awat,309,MALE,66.0,ES
rmvddqatdi,339,FEMALE,30.0,US
y94gnvv1kq,1,FEMALE,32.0,FR
4vz7x0jloq,18,FEMALE,29.0,US
flgwpmles7,2,FEMALE,50.0,US
zghmslyawb,346,FEMALE,34.0,US
z0nk44sddp,3,FEMALE,26.0,US
wwxa22unts,7,MALE,36.0,US
vtlyn01ug7,31,MALE,26.0,US
gbi4hz2qtz,0,MALE,25.0,US
4guqx75k9e,12,FEMALE,29.0,US
yejko2l460,255,FEMALE,45.0,US
7c8xvwztq7,0,FEMALE,56.0,US
oor7mycw6m,0,MALE,31.0,DE
ym2lo327aw,108,FEMALE,27.0,US
tcyzc6rz1n,2,FEMALE,46.0,GB
3qqt0215lq,0,FEMALE,28.0,US
vwx288aplf,268,FEMALE,37.0,US
u0ovtc14ok,0,FEMALE,32.0,US
yawjf1k6iu,0,MALE,42.0,US
uryabam84e,128,MALE,61.0,US
2717hnycoq,1,FEMALE,31.0,GB
cbcfj4efub,0,FEMALE,40.0,US
jaj1cbnp8w,191,MALE,24.0,US
ph7fj8eljs,1,FEMALE,35.0,US
9x6247el4a,0,MALE,69.0,US
e65dvysll1,49,MALE,35.0,GB
cp0erds1ll,4,FEMALE,36.0,US
b9i1criyzr,1,MALE,42.0,US
nj0aloizpo,47,FEMALE,45.0,IT
imuykrhbqc,207,MALE,25.0,AU
sns0ytx92y,1,MALE,49.0,US
xmocdcnotv,69,FEMALE,28.0,US
qkqdsa35lv,2,FEMALE,33.0,US
jqwc5lw8zl,195,MALE,25.0,US
oet8ggt276,84,MALE,26.0,US
t984a4ftfq,0,FEMALE,18.0,US
3t8krtni6i,78,MALE,27.0,FR
6r6zoe7s16,6,FEMALE,47.0,US
7zsfg5mcug,358,MALE,24.0,IT
qzd5pf99og,6,FEMALE,72.0,US
iylqg3jbu5,356,FEMALE,31.0,CA
8o1orwpo43,2,FEMALE,61.0,US
1731s4s8g1,8,FEMALE,26.0,US
el74dm8rlm,1,MALE,31.0,US
i5d9dt1in3,5,FEMALE,70.0,IT
63r5t1slkt,44,MALE,30.0,US
zc8ut3d9bf,14,MALE,28.0,US
gmvwbed065,7,MALE,24.0,US
74ahc5ugrg,37,FEMALE,29.0,US
owdzx352j6,111,FEMALE,30.0,US
2srcyd9oya,0,FEMALE,38.0,CA
2w67auikbx,1,MALE,46.0,US
exkbwnhgpv,1,MALE,54.0,US
d52wqanyey,23,MALE,65.0,DE
4nm19v7q5t,196,FEMALE,29.0,US
wt2zf2fiei,1,FEMALE,37.0,US
0nk7apdyru,11,FEMALE,28.0,GB
7bgamlqq8n,0,MALE,31.0,US
fhit2g04w2,0,FEMALE,31.0,US
sbeks4kekv,0,MALE,36.0,US
9ipyw10y9e,1,MALE,29.0,US
mavdqntng0,19,MALE,30.0,IT
gj6dj4b87o,6,MALE,42.0,US
k5u2uztobs,106,FEMALE,26.0,US
kyxt30sky3,1,MALE,31.0,FR
9ukgpruttl,0,MALE,32.0,ES
dupd7gi4rt,1,MALE,52.0,US
729jqbq785,0,FEMALE,32.0,FR
iahp3d0r3g,0,MALE,35.0,NL
jobv5vlki8,2,MALE,48.0,US
uslnolbvtx,0,MALE,31.0,US
z1pktlvuyt,0,MALE,27.0,US
66mg9hzwyc,4,MALE,63.0,US
skylp54b6k,0,FEMALE,74.0,US
pr8d7uznoq,4,FEMALE,29.0,FR
s5uyzk82tr,0,MALE,32.0,US
sfkqpgwf47,2,MALE,54.0,US
a8acl1fid4,1,MALE,55.0,ES
qjyvvt1jkf,2,MALE,35.0,US
e08bs51564,0,FEMALE,30.0,US
k37dahu9sk,30,MALE,34.0,US
onopjluh23,9,FEMALE,45.0,GB
eh1sndck34,0,MALE,29.0,US
lfi6ov8hsm,1,MALE,48.0,US
a6vooj2ts9,18,FEMALE,31.0,ES
qr4s0wm0gy,0,FEMALE,29.0,US
bafdrhqnhx,7,MALE,58.0,US
5cb1a1v1dv,3,FEMALE,33.0,US
oxygxu9zt2,4,MALE,32.0,US
htq650f3wn,3,FEMALE,28.0,US
vynpinsptq,1,MALE,37.0,IT
5dgh5tlbh0,141,FEMALE,31.0,US
ai9wqpnmhd,0,MALE,35.0,ES
vk2etptvut,6,FEMALE,30.0,FR
oyloyidaj4,225,FEMALE,28.0,US
wabtykiojv,1,MALE,45.0,US
53tvp1rlqz,0,FEMALE,29.0,US
6gz1rft9hn,1,MALE,59.0,US
t1gyqfe17z,27,FEMALE,41.0,DE
5bq08xx55x,42,FEMALE,27.0,US
mm6qgttc3p,2,FEMALE,34.0,FR
g20rxj7udj,0,FEMALE,43.0,US
2uvymg78ov,0,MALE,27.0,US
qnnpjm3zyc,8,FEMALE,19.0,US
x2ozz19cv9,65,FEMALE,66.0,US
ixy0re0zif,0,FEMALE,26.0,US
813ocxvdi6,5,MALE,51.0,US
aiqjch2crp,8,FEMALE,26.0,US
e7tbwlhbx8,6,FEMALE,28.0,US
0d4p4mn521,0,MALE,23.0,US
ulrw6g89az,7,FEMALE,50.0,US
8lj0zpvemh,1,FEMALE,60.0,US
29lfhsma8h,9,FEMALE,65.0,GB
ig1egusej6,57,FEMALE,23.0,GB
o0gk500xir,209,FEMALE,28.0,US
c77qat216o,3,MALE,38.0,FR
zcp9raez8k,250,FEMALE,41.0,US
zlnn69rvqs,6,MALE,26.0,US
dlx07m5mef,23,MALE,52.0,ES
g0cww82cog,0,FEMALE,37.0,US
hx5t7klmx8,2,MALE,41.0,US
q1z8peieot,13,MALE,35.0,FR
n4objjfhwm,175,MALE,30.0,US
8p1huiln53,0,MALE,28.0,US
wnoj9lhhvy,0,FEMALE,25.0,GB
33si1njjdf,71,FEMALE,32.0,ES
527szogopj,0,MALE,57.0,US
zqvjxrdkyz,2,FEMALE,26.0,GB
xnnhyjoqal,194,MALE,46.0,US
cg5of4k44b,2,MALE,29.0,US
i0mgbwf5lm,2,MALE,65.0,FR
rwaj6i5wlw,3,MALE,24.0,IT
8ap9vtzcyl,0,MALE,41.0,US
b3a101prb1,125,FEMALE,31.0,US
5jgq5qx9be,39,FEMALE,45.0,FR
isfamoq6a9,2,MALE,40.0,US
3l65ger6ql,75,MALE,33.0,US
mjk96ajeck,347,MALE,60.0,US
qk1oo6kgjj,0,FEMALE,52.0,US
6ojh5jaaoe,19,FEMALE,30.0,US
ov7lpngt86,1,FEMALE,63.0,US
smfs9rclgi,0,MALE,75.0,US
kc9k3y0iaf,9,FEMALE,42.0,US
0x75t47wqh,293,MALE,33.0,US
t4r43b1fkl,8,FEMALE,34.0,US
9nru8kd16o,64,MALE,22.0,FR
46ej70y2en,290,FEMALE,31.0,US
uxhevmku6p,40,MALE,38.0,NL
hrp1flt02r,11,FEMALE,26.0,US
ngcwa9wwwm,2,FEMALE,60.0,IT
4vlaw0s3hx,19,FEMALE,19.0,US
p9xta11d0v,1,MALE,32.0,ES
vzla0s1lct,25,FEMALE,34.0,FR
y5hiwlva2r,11,FEMALE,61.0,GB
2mxnlnjntv,49,FEMALE,29.0,US
r2w58ppwnr,1,MALE,33.0,US
axeu366nxg,1,FEMALE,23.0,FR
bjg4ul9sci,164,MALE,68.0,US
u37ve14dhx,0,MALE,32.0,US
faz70qvu4m,0,MALE,33.0,US
85ci2svcac,14,FEMALE,33.0,US
ga6hje95ce,1,FEMALE,29.0,US
f9p32xfhya,1,FEMALE,52.0,AU
6b5lnmm0nl,92,FEMALE,35.0,US
4f4ar8r1p9,105,MALE,36.0,GB
qu7hryfs16,363,FEMALE,47.0,US
75dlwu49zh,1,MALE,45.0,US
0uwtxrkfn9,1,FEMALE,38.0,US
3yqrkf3sjk,142,MALE,31.0,DE
cmqkeyi7j8,3,FEMALE,28.0,DE
e5tpmkb8nc,7,FEMALE,28.0,US
4h1igtrt96,0,MALE,35.0,US
puu836lo8k,107,FEMALE,38.0,US
pl4cbp1exl,0,MALE,29.0,US
wbuxrbi2u9,98,MALE,43.0,DE
gmtbipy7bh,70,MALE,53.0,US
pxh1fxerix,157,FEMALE,34.0,US
ciso2kr66s,0,FEMALE,34.0,FR
667kzm731s,0,MALE,43.0,US
tp87pyjwcj,37,FEMALE,32.0,ES
kpe62bmbnf,1,MALE,33.0,US
w9y8genn91,185,MALE,46.0,ES
yyyybesvbu,40,MALE,35.0,DE
a0khiu6aq9,0,MALE,37.0,US
omilcjazf4,4,FEMALE,32.0,US
vjz6hx7rrb,23,FEMALE,31.0,FR
bwo42dz3rx,169,FEMALE,34.0,US
crqmse1mmo,1,FEMALE,26.0,US
wwo6qwycof,0,MALE,35.0,US
xsfca5q7rk,0,FEMALE,31.0,IT
ugco74zf93,14,FEMALE,35.0,US
c6e6isiaai,307,MALE,30.0,US
nm812lsmg8,215,FEMALE,27.0,US
vid7auhlj2,0,FEMALE,70.0,US
d7pltnyiip,6,FEMALE,31.0,US
ufwuirqv6r,28,FEMALE,42.0,US
v5dq4tamvx,45,MALE,40.0,DE
rghyrgylvw,0,MALE,26.0,US
w3roc357ar,234,FEMALE,34.0,US
nzi985s9x3,4,FEMALE,28.0,US
hljnsi5hcl,1,FEMALE,45.0,US
na23ovgz6x,15,FEMALE,25.0,ES
rir4hex05c,5,FEMALE,47.0,US
bp6vk8z8kd,0,FEMALE,34.0,US
0ckqtbsvzv,156,FEMALE,36.0,US
31382lxvka,0,MALE,47.0,US
ws94fq5myj,0,FEMALE,32.0,US
ll9kx4stwq,0,MALE,29.0,US
o4g0cv6fmq,0,FEMALE,34.0,US
fuh0oarjfk,4,FEMALE,38.0,US
5t62v82oi9,26,FEMALE,28.0,US
m5kauituid,20,MALE,30.0,US
xvzp0ifx2n,1,FEMALE,30.0,US
8rrpd8b5g9,5,MALE,35.0,FR
be509yffd8,7,FEMALE,25.0,US
pbr2mms76m,4,FEMALE,27.0,FR
npuqp8o5gv,227,FEMALE,52.0,US
cbrql2a64u,77,MALE,32.0,US
7hrowyxlpt,2,FEMALE,29.0,US
k09y5jzy5u,117,MALE,36.0,US
ncegv3mqxc,7,FEMALE,22.0,ES
1xrquycitp,128,MALE,23.0,FR
cwjj24jxry,1,MALE,38.0,US
wy7iprw1ag,1,MALE,44.0,US
bybeqqf9cv,5,MALE,28.0,US
l3l17byn4g,7,MALE,34.0,US
g7zfy97zos,0,MALE,32.0,US
ip822k5tr9,158,MALE,34.0,US
1pqmq84m6i,4,MALE,37.0,DE
9dq9k5ssi4,3,MALE,39.0,US
abgdjynkg1,243,FEMALE,68.0,US
hp6p7z1nuo,1,FEMALE,29.0,US
ca9fn83n8k,0,FEMALE,21.0,US
32vpe922pk,18,FEMALE,52.0,US
ucroaus2fw,63,MALE,39.0,US
s97zgy8ag0,2,FEMALE,42.0,US
fhepp59p40,72,FEMALE,43.0,FR
fxs3rt2c8q,0,FEMALE,28.0,US
ffqshsdhik,0,FEMALE,26.0,US
3vrymsqrdz,7,FEMALE,44.0,US
tfnuy4p0qp,3,FEMALE,26.0,US
o18vp3hfbt,2,FEMALE,41.0,US
ebatdzhbl1,1,FEMALE,39.0,FR
pux4krz172,176,FEMALE,32.0,US
qbr3gyq2ak,4,MALE,29.0,US
3zauzzpc55,0,FEMALE,46.0,US
lfeis5x3iz,4,MALE,25.0,US
w940by3l7l,0,FEMALE,59.0,US
w4k81sl3mj,42,FEMALE,30.0,AU
ygp8hhpktq,5,FEMALE,65.0,US
k8pl4hcwgw,35,FEMALE,59.0,US
as5vswuzf8,15,MALE,32.0,US
8y6qht8q0d,3,FEMALE,39.0,US
x3kqn5vzcd,18,MALE,44.0,NL
7zo7abn0eg,7,MALE,32.0,US
8i8v9m9f4e,125,MALE,47.0,US
izwgnlujpb,89,FEMALE,33.0,ES
yspttcvd5g,34,FEMALE,27.0,US
doyqvf92jt,285,FEMALE,25.0,US
07dao4dpv1,4,FEMALE,27.0,GB
3comeqvzcu,161,FEMALE,26.0,US
oqt59hamgu,6,MALE,27.0,US
e96jukfp7z,4,MALE,37.0,US
yji19xk4jp,1,FEMALE,29.0,US
nc5ymatxbv,1,MALE,35.0,CA
paxx9qldla,105,MALE,30.0,US
y47uosquu0,74,FEMALE,27.0,US
ufrnrikgys,1,FEMALE,25.0,FR
j5fhrej4hs,13,MALE,29.0,US
p1jgswkzha,0,FEMALE,45.0,US
tryrmadd13,38,FEMALE,41.0,US
lla9oea5g3,3,FEMALE,33.0,US
x7ygk52v7n,208,MALE,26.0,US
pneejq2k3i,95,FEMALE,46.0,NL
o1iqmvkasq,40,MALE,26.0,US
1piul2oi4i,4,MALE,34.0,US
ot530wh4si,16,FEMALE,30.0,US
74odcxq3r4,10,FEMALE,32.0,US
xeerd65saj,2,FEMALE,28.0,US
whfa0eqlco,301,MALE,27.0,US
gtp4l7ertg,0,FEMALE,59.0,US
0q4y126rst,130,FEMALE,51.0,FR
q7rals6nbn,355,MALE,24.0,US
el6h9d50ru,1,MALE,28.0,US
i7zbn5j4aj,20,FEMALE,30.0,US
xavbgsvxk0,0,MALE,27.0,FR
5097z1svbh,263,MALE,38.0,US
7yj4omooyc,5,FEMALE,31.0,US
009vj1jrdo,0,MALE,30.0,IT
qhqzpytfnh,2,MALE,36.0,US
n6w85od464,0,MALE,52.0,US
qg24c7cswt,7,MALE,42.0,GB
n0ix32y0sd,217,MALE,51.0,US
kvszipdpzd,5,FEMALE,26.0,DE
agmfdz0rxr,217,FEMALE,27.0,US
hou2snebdx,0,MALE,27.0,US
9f3jok0adq,1,MALE,50.0,US
7mv4cc6tgs,296,MALE,32.0,US
b6o31q3kgy,2,FEMALE,33.0,FR
cdgpmgolp9,1,FEMALE,41.0,US
efdwk0leul,4,MALE,37.0,US
fu9pv9tro1,2,MALE,32.0,FR
ern1wkjbpu,1,FEMALE,21.0,US
lo91wdbh3i,0,FEMALE,39.0,US
l8q2ade1to,89,FEMALE,51.0,US
kx8rhaqgop,236,MALE,53.0,US
3pb1mv5mcd,1,FEMALE,41.0,PT
orw3tf5ow6,62,MALE,31.0,US
78m4zpxn2a,2,MALE,47.0,US
kjaz8ijb5i,0,FEMALE,45.0,US
1iwyag4td5,0,MALE,34.0,US
hxkd0j5uvi,89,MALE,45.0,US
cd11tb3scl,29,FEMALE,76.0,US
dwotquitso,9,FEMALE,27.0,US
nd3n6hgsjs,247,FEMALE,25.0,US
1pg87jmacr,2,FEMALE,41.0,US
3y2tcn4875,2,MALE,27.0,US
9lfjdgv13i,348,FEMALE,35.0,US
qsah1gg5e5,14,FEMALE,24.0,ES
eavrya2spp,1,MALE,25.0,US
yychnw7s57,224,MALE,59.0,US
qvjfmhxyd9,32,MALE,30.0,CA
823c3zva70,6,FEMALE,65.0,US
ovqpprpscv,18,FEMALE,32.0,GB
uilcmq73da,291,FEMALE,37.0,US
p851nb1wah,310,MALE,42.0,US
j94y2u79vz,25,MALE,28.0,US
lspcps4nv3,232,MALE,39.0,US
1nur9jlfcz,0,FEMALE,105.0,US
rwytee084t,29,FEMALE,48.0,IT
d2vknbsk8c,7,FEMALE,64.0,GB
bz7b77duib,4,FEMALE,48.0,US
klw9m60r8a,280,FEMALE,53.0,US
7p4s1n2yr4,0,MALE,53.0,FR
g624yy31ye,249,FEMALE,32.0,US
2rbzoq6s4f,48,MALE,42.0,DE
bm8dm1gdyc,5,MALE,47.0,US
xcyzrk97m4,361,FEMALE,45.0,ES
3t9t5h4qbz,1,FEMALE,73.0,US
76ck288o5n,3,MALE,35.0,US
v5q0d0o4d6,187,FEMALE,36.0,US
dzyeyeuuo0,32,FEMALE,52.0,FR
sbvkk8nhyn,18,FEMALE,48.0,IT
lhb6pk11ql,60,MALE,25.0,US
c7pxykpvgh,4,FEMALE,28.0,US
gpe6e7k4vi,1,MALE,43.0,NL
15wg43zr85,34,MALE,59.0,US
whvcnzkv7b,9,FEMALE,26.0,US
nvopodq363,3,FEMALE,38.0,US
hs029g5xne,1,FEMALE,37.0,US
oqei205lye,8,MALE,36.0,US
9p1eoxb6o1,220,FEMALE,22.0,US
2rdsu1l4g1,195,MALE,46.0,US
8sr6egke45,52,MALE,34.0,PT
hriovknda9,1,FEMALE,28.0,FR
g6akymdgc1,7,MALE,42.0,IT
7b6hx01wtw,51,FEMALE,30.0,US
wxgkzinxgp,25,MALE,34.0,US
56lnapohsl,0,FEMALE,41.0,IT
ejzld6sd21,0,MALE,59.0,US
dxvvylj99w,0,FEMALE,30.0,DE
w7bz8b16pw,8,FEMALE,32.0,IT
f3sunkr7s2,18,MALE,23.0,US
yldqw7ksa3,0,FEMALE,34.0,US
94psb8sbp5,0,FEMALE,60.0,US
wx3aqnubzw,2,FEMALE,27.0,GB
vx9hnf4bg6,2,FEMALE,36.0,US
aucxts57na,275,FEMALE,29.0,US
9vqaqrsdqm,7,FEMALE,27.0,US
yf71wgfbuh,252,MALE,34.0,US
fmt75xlve5,0,FEMALE,33.0,US
4jy6pbd0ye,203,MALE,35.0,US
v4j11dm36c,130,FEMALE,32.0,IT
l17m6yyhqz,0,MALE,40.0,US
4suwvmsc4y,5,MALE,26.0,US
flyk4m4ac6,5,MALE,25.0,US
2ipgp9vxvi,136,MALE,38.0,US
hmnpge541z,6,MALE,31.0,IT
7sn8odjam7,38,FEMALE,41.0,US
w2n3mtayx3,1,FEMALE,50.0,FR
9w3iwcmd3h,1,FEMALE,45.0,GB
ozzw3rwu0d,20,FEMALE,51.0,NL
5e2tlp84tq,4,MALE,39.0,US
udw4jejrj5,153,FEMALE,32.0,US
juo90ifa7w,0,FEMALE,26.0,US
jyxjx1yddb,1,FEMALE,35.0,US
m8x8zpzzdp,3,MALE,65.0,US
x0dkpnfe0c,16,FEMALE,26.0,GB
2n2i0s9cj7,0,MALE,28.0,GB
njx3omel6r,274,FEMALE,28.0,US
p2mqyobif9,0,MALE,31.0,US
pi8q5zx4ks,2,FEMALE,53.0,GB
f9szlqx6ym,2,FEMALE,43.0,US
eapvmuymc0,0,FEMALE,33.0,FR
i85qvyr4jd,38,FEMALE,31.0,US
9a4ttlm5gb,13,MALE,23.0,ES
kwuztqfk0j,0,MALE,42.0,US
3gu53qmfah,3,MALE,40.0,US
8dfmqmmedy,1,FEMALE,47.0,US
xgrtoy9rhz,19,FEMALE,30.0,FR
mx9xxrzxw2,22,FEMALE,28.0,DE
vdnvomuz04,0,FEMALE,25.0,ES
bfbq20m0as,1,FEMALE,59.0,US
lypyrew7gi,1,MALE,36.0,US
9hdjdtlpsh,217,FEMALE,27.0,US
4au7h23zsl,2,MALE,30.0,US
1vcj2e0j2r,158,FEMALE,41.0,US
pj74wxfj4y,14,MALE,23.0,GB
9radrg1876,2,MALE,29.0,US
stffx6ocve,4,FEMALE,37.0,US
kj1h4vjgjf,1,FEMALE,52.0,US
yapz5t2ykd,5,FEMALE,27.0,US
1ds0nmxeik,338,FEMALE,48.0,US
h10iylcz9e,1,FEMALE,33.0,US
njilsade16,71,MALE,29.0,US
fz510imf01,1,MALE,40.0,US
owzaz5yvd2,5,FEMALE,33.0,US
nkost26p64,4,FEMALE,31.0,GB
ol21e2ifku,4,FEMALE,34.0,US
0hrn8qjl5c,5,FEMALE,34.0,US
odtsruzosj,1,MALE,31.0,US
4qvnldurcv,0,MALE,33.0,US
dk6z2v07h9,87,FEMALE,27.0,US
08djlmz51p,48,MALE,35.0,US
hfwh3agjqc,87,FEMALE,29.0,US
phk8zsg6xs,50,MALE,27.0,US
08c2brdwa2,0,MALE,32.0,US
tg4v66okuj,11,FEMALE,29.0,US
64ieuw6ga3,0,FEMALE,61.0,US
ns2ca5w3qs,21,FEMALE,31.0,US
l9dhjw8foz,6,MALE,23.0,US
58ljhsfqqu,0,FEMALE,43.0,CA
sz8p0jaeeq,5,MALE,36.0,AU
bwf7h9dmil,2,MALE,41.0,US
uu6sce8yqk,6,MALE,26.0,ES
jzy6qg9qgb,0,FEMALE,33.0,US
p4bqksko25,6,MALE,40.0,FR
5ljbenmd5o,2,FEMALE,43.0,US
zwd30cm574,124,MALE,43.0,US
d9o0nb8tgo,0,MALE,29.0,US
2fqortrz5j,1,MALE,76.0,GB
jxd94kzqfr,0,FEMALE,26.0,CA
uirt0o774w,1,FEMALE,25.0,US
e7vd31vcuv,21,FEMALE,27.0,US
eko12fh68m,0,MALE,31.0,US
387mr3gubv,0,FEMALE,25.0,US
hjsfxjqut3,0,FEMALE,26.0,US
xqx3r8x2me,0,FEMALE,26.0,IT
ha7fk6x2e9,2,MALE,33.0,US
9couy55s0u,11,MALE,23.0,US
3xbzo083yp,9,MALE,26.0,US
igzn8d7p0c,2,FEMALE,31.0,FR
pxgzaj6hhc,338,FEMALE,51.0,US
